Latitude (deg),Longitude (deg),Altitude (m),Time (s)
43.0807168556534,-77.6781193891941,-0.000425422564148903,141.4
43.0807154061736,-77.678122248168,-0.000423402525484562,141.5
43.0807139565041,-77.6781251075161,-0.000421368516981602,141.6
43.0807125090622,-77.678127969508,-0.000419320538640022,141.7
43.0807110668071,-77.6781308369183,-0.000417258590459824,141.8
43.0807096165693,-77.6781336973874,-0.00041518360376358,141.9
43.0807081661415,-77.6781365582313,-0.000413098372519016,142
43.0807067163367,-77.6781394202163,-0.000410997308790684,142.1
43.0807052697481,-77.6781422857781,-0.000408886931836605,142.2
43.0807038247398,-77.6781451533771,-0.000406758859753609,142.3
43.0807023761676,-77.6781480181798,-0.000404621474444866,142.4
43.0807009256052,-77.6781508816642,-0.000402471050620079,142.5
43.0806994766555,-77.6781537472175,-0.000400308519601822,142.6
43.0806980257136,-77.6781566114497,-0.000398129224777222,142.7
43.0806965763842,-77.6781594777526,-0.00039594154804945,142.8
43.0806951250644,-77.6781623427347,-0.000393735244870186,142.9
43.0806936761669,-77.6781652105525,-0.000391522422432899,143
43.0806922270813,-77.6781680787425,-0.000389297492802143,143.1
43.0806907769963,-77.6781709465451,-0.000387055799365044,143.2
43.0806893249174,-77.6781738130256,-0.000384796410799026,143.3
43.0806878752638,-77.67817668234,-0.000382530502974987,143.4
43.0806864254203,-77.6781795520302,-0.000380250625312328,143.5
43.0806849753869,-77.6781824220963,-0.0003779586404562,143.6
43.080683525165,-77.6781852925355,-0.000375651754438877,143.7
43.080682074753,-77.678188163351,-0.000373333692550659,143.8
43.0806806225407,-77.6781910330193,-0.000371000729501247,143.9
43.0806791665911,-77.6781938997128,-0.000368660315871239,144
43.0806777156118,-77.6781967716511,-0.000366302207112312,144.1
43.0806762644436,-77.6781996439634,-0.000363929197192192,144.2
43.080674813085,-77.6782025166526,-0.000361541286110878,144.3
43.0806733607353,-77.6782053889605,-0.000359146855771542,144.4
43.0806719064484,-77.6782082599953,-0.00035674124956131,144.5
43.0806704545232,-77.6782111338058,-0.000354317016899586,144.6
43.0806690007876,-77.6782140064655,-0.000351876951754093,144.7
43.0806675441482,-77.6782168769333,-0.000349430367350578,144.8
43.0806660942646,-77.6782197543176,-0.00034696888178587,144.9
43.0806646407795,-77.6782226288734,-0.000344492495059967,145
43.0806631853558,-77.6782255021579,-0.000342008657753468,145.1
43.080661733114,-77.6782283789874,-0.000339504331350327,145.2
43.0806602808503,-77.6782312563423,-0.000336992554366589,145.3
43.0806588230772,-77.6782341290604,-0.000334464944899082,145.4
43.0806573712542,-77.6782370079369,-0.00033192615956068,145.5
43.0806559148841,-77.6782398830915,-0.000329377129673958,145.6
43.0806544600718,-77.6782427602694,-0.000326807610690594,145.7
43.0806530041428,-77.678245636944,-0.000324229709804058,145.8
43.0806515507454,-77.6782485165484,-0.000321636907756329,145.9
43.0806500918396,-77.6782513915186,-0.00031903013586998,146
43.0806486388717,-77.6782542726367,-0.000316414050757885,146.1
43.0806471821918,-77.6782571508192,-0.000313783995807171,146.2
43.080645728846,-77.6782600326874,-0.000311139039695263,146.3
43.0806442701628,-77.6782629100899,-0.000308483839035034,146.4
43.0806428129113,-77.6782657893899,-0.000305812805891037,146.5
43.0806413589993,-77.678268672385,-0.000303128734230995,146.6
43.0806398997475,-77.678271550909,-0.000300432555377483,146.7
43.0806384419304,-77.6782744313382,-0.000297722406685352,146.8
43.080636987445,-77.678277315451,-0.000294998288154602,146.9
43.0806355284487,-77.6782801958789,-0.000292264856398106,147
43.080634071043,-77.6782830783535,-0.000289522111415863,147.1
43.0806326124645,-77.6782859602774,-0.000286757946014404,147.2
43.0806311572222,-77.6782888458904,-0.000283975154161453,147.3
43.0806296974703,-77.6782917278157,-0.000281188637018204,147.4
43.0806282393029,-77.6782946117861,-0.000278390944004059,147.5
43.0806267791672,-77.6782974944567,-0.000275575555860996,147.6
43.0806253206248,-77.6783003791785,-0.000272750854492188,147.7
43.0806238592861,-77.6783032618193,-0.000269907526671886,147.8
43.0806223985829,-77.6783061456134,-0.000267053954303265,147.9
43.080620941921,-77.6783090337575,-0.000264190137386322,148
43.0806194877722,-77.6783119248054,-0.000261307694017887,148.1
43.0806180265044,-77.6783148097276,-0.000258411280810833,148.2
43.0806165676446,-77.6783176974705,-0.000255506485700607,148.3
43.0806151077697,-77.6783205848105,-0.000252585858106613,148.4
43.0806136459334,-77.678323470858,-0.000249650329351425,148.5
43.0806121848687,-77.6783263581833,-0.00024670735001564,148.6
43.0806107201155,-77.6783292425795,-0.000243754126131535,148.7
43.0806092603096,-77.6783321321954,-0.000240783207118511,148.8
43.0806077994921,-77.6783350214129,-0.000237797386944294,148.9
43.0806063367055,-77.6783379093296,-0.000234792940318584,149
43.0806048763311,-77.6783408000707,-0.000231779180467129,149.1
43.0806034157667,-77.6783436911879,-0.000228751450777054,149.2
43.0806019550137,-77.6783465826783,-0.000225714407861233,149.3
43.080600493257,-77.6783494737787,-0.000222663395106792,149.4
43.080599029586,-77.6783523636278,-0.000219606794416904,149.5
43.0805975682647,-77.6783552562431,-0.000216527841985226,149.6
43.0805961067547,-77.6783581492322,-0.000213431194424629,149.7
43.0805946434129,-77.6783610410455,-0.00021032802760601,149.8
43.0805931772222,-77.678363930723,-0.000207210890948772,149.9
43.0805917177433,-77.6783668272753,-0.000204082578420639,150
43.0805902538355,-77.6783697202145,-0.000200935639441013,150.1
43.0805887870764,-77.6783726110126,-0.000197780318558216,150.2
43.0805873270287,-77.6783755086898,-0.00019460916519165,150.3
43.0805858633798,-77.6783784035364,-0.000191422179341316,150.4
43.0805843978167,-77.67838129713,-0.000188227742910385,150.5
43.0805829337906,-77.6783841927261,-0.000185015611350536,150.6
43.080581467847,-77.67838708707,-0.000181796960532665,150.7
43.080580005088,-77.6783899849622,-0.000178554095327854,150.8
43.080578543086,-77.6783928841161,-0.000175304710865021,150.9
