Latitude (deg),Longitude (deg),Altitude (m),Time (s)
60.13399,24.52576667,52.7000000001863,0
60.13399,24.52576667,52.7000000001863,0.1
60.13399,24.52576667,52.7000000001863,0.2
60.13399,24.52576667,52.7000000001863,0.3
60.13399,24.52576667,52.7000000001863,0.4
60.13399,24.52576667,52.7000000001863,0.5
60.13399,24.52576667,52.7000000001863,0.6
60.13399,24.52576667,52.7000000001863,0.7
60.13399,24.52576667,52.7000000001863,0.8
60.13399,24.52576667,52.7000000001863,0.9
60.13399,24.52576667,52.7000000001863,1
60.13399,24.52576667,52.7000000001863,1.1
60.13399,24.52576667,52.7000000001863,1.2
60.13399,24.52576667,52.7000000001863,1.3
60.13399,24.52576667,52.7000000001863,1.4
60.13399,24.52576667,52.7000000001863,1.5
60.13399,24.52576667,52.7000000001863,1.6
60.13399,24.52576667,52.7000000001863,1.7
60.13399,24.52576667,52.7000000001863,1.8
60.13399,24.52576667,52.7000000001863,1.9
60.13399,24.52576667,52.7000000001863,2
60.13399,24.52576667,52.7000000001863,2.1
60.13399,24.52576667,52.7000000001863,2.2
60.13399,24.52576667,52.7000000001863,2.3
60.13399,24.52576667,52.7000000001863,2.4
60.13399,24.52576667,52.7000000001863,2.5
60.13399,24.52576667,52.7000000001863,2.6
60.13399,24.52576667,52.7000000001863,2.7
60.13399,24.52576667,52.7000000001863,2.8
60.13399,24.52576667,52.7000000001863,2.9
60.13399,24.52576667,52.7000000001863,3
60.13399,24.52576667,52.7000000001863,3.1
60.13399,24.52576667,52.7000000001863,3.2
60.13399,24.52576667,52.7000000001863,3.3
60.13399,24.52576667,52.7000000001863,3.4
60.13399,24.52576667,52.7000000001863,3.5
60.13399,24.52576667,52.7000000001863,3.6
60.13399,24.52576667,52.7000000001863,3.7
60.13399,24.52576667,52.7000000001863,3.8
60.13399,24.52576667,52.7000000001863,3.9
60.13399,24.52576667,52.7000000001863,4
60.13399,24.52576667,52.7000000001863,4.1
60.13398833,24.52576833,52.7999999998137,4.2
60.13398833,24.52576833,52.7999999998137,4.3
60.13398833,24.52576833,52.7999999998137,4.4
60.13398833,24.52576833,52.7999999998137,4.5
60.13398833,24.52576833,52.7999999998137,4.6
60.13398833,24.52576833,52.7999999998137,4.7
60.13398833,24.52576833,52.7999999998137,4.8
60.13398833,24.52576833,52.7999999998137,4.9
60.13398833,24.52576833,52.7999999998137,5
60.13398833,24.52576833,52.7999999998137,5.1
60.13398833,24.52576833,52.7999999998137,5.2
60.13398833,24.52576833,52.7999999998137,5.3
60.13398833,24.52576833,52.7999999998137,5.4
60.13398833,24.52576833,52.7999999998137,5.5
60.13398833,24.52576833,52.7999999998137,5.6
60.13398833,24.52576833,52.7999999998137,5.7
60.13398833,24.52576833,52.7999999998137,5.8
60.13398833,24.52576833,52.7999999998137,5.9
60.13398833,24.52576833,52.7999999998137,6
60.13398833,24.52576833,52.7999999998137,6.1
60.13398833,24.52576833,52.7999999998137,6.2
60.13398833,24.52576833,52.7999999998137,6.3
60.13398833,24.52576833,52.7999999998137,6.4
60.13398833,24.52576833,52.7999999998137,6.5
60.13398833,24.52576833,52.7999999998137,6.6
60.13398833,24.52576833,52.7999999998137,6.7
60.13398833,24.52576833,52.7999999998137,6.8
60.13398833,24.52576833,52.7999999998137,6.9
60.13398833,24.52576833,52.7999999998137,7
60.13398833,24.52576833,52.7999999998137,7.1
60.13398833,24.52576833,52.7999999998137,7.2
60.13398833,24.52576833,52.7999999998137,7.3
60.13398833,24.52576833,52.7999999998137,7.4
60.13398833,24.52576833,52.7999999998137,7.5
60.13398833,24.52576833,52.7999999998137,7.6
60.13398833,24.52576833,52.7999999998137,7.7
60.13398833,24.52576833,52.7999999998137,7.8
60.13398833,24.52576833,52.7999999998137,7.9
60.13398833,24.52576833,52.7999999998137,8
60.13398833,24.52576833,52.7999999998137,8.1
60.13398833,24.52576833,52.7999999998137,8.2
60.13398833,24.52576833,52.7999999998137,8.3
60.13398833,24.52576833,52.7999999998137,8.4
60.13398833,24.52576833,52.7999999998137,8.5
60.13398833,24.52576833,52.7999999998137,8.6
60.13398833,24.52576833,52.7999999998137,8.7
60.13398833,24.52576833,52.7999999998137,8.8
60.13398833,24.52576833,52.7999999998137,8.9
60.13398833,24.52576833,52.7999999998137,9
60.13398833,24.52576833,52.7999999998137,9.1
60.13398833,24.52576833,52.7999999998137,9.2
60.13398833,24.52576833,52.7999999998137,9.3
