Latitude (deg),Longitude (deg),Altitude (m),Time (s)
48.835363,2.366311,0,0
48.835363086621,2.36631090719178,-1.86264514923096E-09,0.1
48.8353633464841,2.36631062876713,-5.58793544769287E-09,0.2
48.8353637795893,2.36631016472604,-1.39698386192322E-08,0.3
48.8353643859365,2.36630951506849,-2.51457095146179E-08,0.4
48.8353651655258,2.36630867979448,-3.72529029846191E-08,0.5
48.8353661183571,2.36630765890399,-4.93600964546204E-08,0.6
48.8353672444305,2.366306452397,-5.96046447753906E-08,0.7
48.8353685437459,2.36630506027348,-6.89178705215454E-08,0.8
48.8353700163034,2.3663034825334,-7.17118382453918E-08,0.9
48.8353716621029,2.36630171917673,-6.70552253723145E-08,1
48.8353734811444,2.36629977020344,-5.40167093276978E-08,1.1
48.8353754734279,2.36629763561348,-2.79396772384644E-08,1.2
48.8353773761143,2.3662949584534,-1.9557774066925E-08,1.3
48.8353787609334,2.36629112357187,-8.47503542900085E-08,1.4
48.835380260357,2.36628697132383,-1.34110450744629E-07,1.5
48.8353818743849,2.36628250170922,-1.67638063430786E-07,1.6
48.8353836030171,2.36627771472799,-1.76019966602325E-07,1.7
48.8353854462537,2.36627261038006,-1.61118805408478E-07,1.8
48.8353874040945,2.36626718866537,-1.13621354103088E-07,1.9
48.8353894765395,2.36626144958385,-2.60770320892334E-08,2
48.8353916933792,2.36625534320972,-7.17118382453918E-08,2.1
48.8353940990906,2.3662487275056,-1.33179128170013E-07,2.2
48.8353966930393,2.36624159414718,-1.4621764421463E-07,2.3
48.8353994752251,2.36623394313432,-9.77888703346252E-08,2.4
48.8354016207442,2.36622572431935,-4.56348061561584E-08,2.5
48.8353989338913,2.36621668671188,-3.32482159137726E-07,2.6
48.8353960890008,2.36620711752604,-5.44823706150055E-07,2.7
48.8353930860725,2.366197016762,-6.66826963424683E-07,2.8
48.8353899251061,2.36618638441995,-6.85453414916992E-07,2.9
48.8353866061016,2.3661752205001,-5.80213963985443E-07,3
48.8353831290589,2.36616352500265,-3.37138772010803E-07,3.1
48.8353793869874,2.36615138644143,-2.06660479307175E-06,3.2
48.8353748924442,2.36613955600347,-1.71326100826263E-05,3.3
48.8353703833968,2.36612768739321,-3.20905819535255E-05,3.4
48.8353658598451,2.36611578061069,-4.69367951154709E-05,3.5
48.8353613217892,2.36610383565592,-6.16703182458878E-05,3.6
48.8353567692291,2.36609185252893,-7.62892886996269E-05,3.7
48.8353522021647,2.36607983122973,-9.07927751541138E-05,3.8
48.8353476205961,2.36606777175835,-0.000105180777609348,3.9
48.8353430245232,2.3660556741148,-0.000119448639452457,4
48.835338413946,2.36604353829911,-0.000133597292006016,4.1
48.8353337888645,2.3660313643113,-0.000147624872624874,4.2
48.8353291492788,2.36601915215139,-0.000161526724696159,4.3
48.8353244951887,2.36600690181939,-0.000175304710865021,4.4
